test_day,gain_value,loss_value,prio1_det,prio2_det,prio3_det,prio4_det,prio1_undet,prio2_undet,prio3_undet,prio4_undet,prio1_false_positive,prio2_false_positive,prio3_false_positive,prio4_false_positive,prio1_true_neg,prio2_true_neg,prio3_true_neg,prio4_true_neg
129.0,41.2,391.34999999999997,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,65.0,8.0,8.0,0.0,372.0,176.0,167.0,8.0
130.0,352.2,260.65000000000003,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,45.0,3.0,8.0,0.0,379.0,146.0,177.0,10.0
131.0,818.45,245.25,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,53.0,6.0,3.0,0.0,350.0,151.0,163.0,13.0
132.0,181.39999999999998,632.5,4.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,64.0,6.0,5.0,0.0,363.0,137.0,196.0,15.0
133.0,92.35000000000001,515.5,1.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,52.0,5.0,6.0,0.0,338.0,139.0,175.0,6.0
134.0,879.5999999999999,371.95000000000005,6.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,43.0,6.0,3.0,0.0,352.0,150.0,173.0,18.0
135.0,247.89999999999998,347.45000000000005,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,53.0,6.0,8.0,1.0,353.0,129.0,165.0,8.0
136.0,85.4,585.5,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,42.0,6.0,6.0,0.0,347.0,159.0,206.0,11.0
137.0,662.6500000000001,419.4,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,51.0,7.0,2.0,0.0,322.0,140.0,168.0,15.0
138.0,495.65000000000003,444.45000000000005,1.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,51.0,3.0,4.0,0.0,338.0,140.0,167.0,7.0
139.0,63.15,598.05,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,58.0,5.0,7.0,0.0,376.0,143.0,151.0,12.0
140.0,106.75,139.5,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,58.0,5.0,6.0,0.0,367.0,143.0,168.0,12.0
141.0,237.05,274.9,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,47.0,7.0,6.0,0.0,329.0,142.0,160.0,6.0
142.0,0.0,261.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,4.0,3.0,1.0,365.0,135.0,177.0,15.0
143.0,220.5,598.35,5.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,59.0,9.0,5.0,0.0,347.0,150.0,196.0,10.0
144.0,47.25,643.1500000000001,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,46.0,1.0,8.0,0.0,343.0,152.0,161.0,11.0
145.0,328.65,198.8,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,65.0,2.0,4.0,0.0,276.0,131.0,171.0,14.0
146.0,170.35000000000002,195.4,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,5.0,5.0,0.0,364.0,143.0,167.0,12.0
147.0,432.75,207.95,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,43.0,3.0,11.0,0.0,320.0,146.0,174.0,16.0
148.0,230.04999999999998,435.54999999999995,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,53.0,3.0,6.0,2.0,329.0,147.0,183.0,11.0
149.0,316.25,457.05000000000007,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,59.0,3.0,7.0,0.0,343.0,144.0,159.0,16.0
150.0,631.05,362.9,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,47.0,5.0,5.0,0.0,299.0,121.0,142.0,8.0
151.0,1071.6,312.45,6.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,51.0,3.0,14.0,0.0,337.0,148.0,163.0,13.0
152.0,923.3,1005.8999999999999,3.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,59.0,10.0,13.0,0.0,643.0,290.0,651.0,10.0
153.0,1817.3999999999999,746.25,4.0,0.0,2.0,1.0,5.0,3.0,1.0,0.0,55.0,15.0,7.0,0.0,619.0,273.0,163.0,12.0
154.0,569.1999999999999,943.45,3.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,73.0,12.0,5.0,0.0,668.0,270.0,173.0,15.0
155.0,607.85,626.05,2.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,58.0,8.0,7.0,1.0,526.0,201.0,167.0,13.0
156.0,307.05,43.349999999999994,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,3.0,5.0,0.0,333.0,120.0,171.0,13.0
157.0,1120.55,809.0999999999999,3.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,29.0,3.0,5.0,0.0,342.0,139.0,156.0,15.0
158.0,331.0,453.4,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,51.0,7.0,8.0,1.0,339.0,124.0,151.0,8.0
